i,t_us,n_markers,emitter_x_native,emitter_y_native,emitter_x_m2,emitter_y_m2,deg_per_s,degraded
872,11924831442,4,311.10,227.95,-4.45,13.97,0.6,0
874,11924838388,4,311.10,227.95,-4.45,13.97,0.0,0
876,11924845335,4,311.10,227.95,-4.45,13.97,0.0,0
878,11924852283,4,311.01,228.00,-4.49,14.00,2.3,0
880,11924859230,4,311.01,228.00,-4.49,14.00,0.0,0
882,11924866177,4,311.00,228.00,-4.50,14.00,0.3,0
884,11924873124,4,311.01,228.00,-4.49,14.00,0.3,0
886,11924880071,4,311.03,228.08,-4.49,14.04,1.8,0
888,11924887020,4,311.10,227.95,-4.45,13.97,3.4,0
890,11924893966,3,311.00,228.00,-4.50,14.00,2.5,0
892,11924900913,4,311.01,227.97,-4.49,13.98,0.7,0
894,11924907860,3,311.00,228.00,-4.50,14.00,0.7,0
896,11924914808,4,311.01,228.00,-4.49,14.00,0.3,0
898,11924921755,4,311.01,228.00,-4.49,14.00,0.0,0
900,11924928702,4,311.00,228.00,-4.50,14.00,0.3,0
902,11924935649,4,311.01,228.00,-4.49,14.00,0.3,0
904,11924942597,3,311.00,228.00,-4.50,14.00,0.3,0
906,11924949544,3,311.00,228.00,-4.50,14.00,0.0,0
908,11924956491,4,311.01,228.00,-4.49,14.00,0.3,0
910,11924963439,4,311.01,228.00,-4.49,14.00,0.0,0
912,11924970386,4,311.09,227.95,-4.46,13.97,2.0,0
914,11924977333,4,311.01,228.00,-4.49,14.00,2.0,0
916,11924984280,4,311.01,228.00,-4.49,14.00,0.0,0
918,11924991227,4,311.01,228.00,-4.49,14.00,0.0,0
920,11924998174,4,310.86,228.16,-4.57,14.08,4.8,0
922,11925005122,4,310.88,228.24,-4.56,14.12,1.8,0
924,11925012069,4,310.89,228.24,-4.56,14.12,0.3,0
926,11925019016,4,310.86,228.16,-4.57,14.08,1.9,0
928,11925025964,3,311.00,228.00,-4.50,14.00,4.6,0
930,11925032911,4,310.88,228.15,-4.56,14.08,4.3,0
932,11925039858,4,311.01,228.00,-4.49,14.00,4.6,0
934,11925046805,4,310.88,228.15,-4.56,14.08,4.6,0
936,11925053752,4,311.00,228.00,-4.50,14.00,4.3,0
938,11925060700,4,311.00,228.00,-4.50,14.00,0.0,0
940,11925067647,4,311.00,228.00,-4.50,14.00,0.0,0
942,11925074594,4,311.00,228.00,-4.50,14.00,0.0,0
944,11925081541,4,311.00,228.00,-4.50,14.00,0.0,0
946,11925088489,4,311.01,228.08,-4.49,14.04,1.8,0
948,11925095436,4,311.00,228.00,-4.50,14.00,1.8,0
950,11925102383,4,311.00,228.00,-4.50,14.00,0.0,0
952,11925109330,4,311.00,228.00,-4.50,14.00,0.0,0
954,11925116280,4,311.00,228.00,-4.50,14.00,0.0,0
956,11925123225,4,311.00,228.00,-4.50,14.00,0.0,0
958,11925130172,4,311.00,228.00,-4.50,14.00,0.0,0
960,11925137119,4,311.00,228.00,-4.50,14.00,0.0,0
962,11925144067,4,311.00,228.00,-4.50,14.00,0.0,0
964,11925151014,4,311.00,228.00,-4.50,14.00,0.0,0
966,11925157961,4,311.00,228.00,-4.50,14.00,0.0,0
968,11925164909,4,311.00,228.00,-4.50,14.00,0.0,0
970,11925171856,4,311.00,228.00,-4.50,14.00,0.0,0
972,11925178803,4,311.00,228.00,-4.50,14.00,0.0,0
974,11925185750,4,311.00,228.00,-4.50,14.00,0.0,0
976,11925192698,4,311.00,228.00,-4.50,14.00,0.0,0
978,11925199645,4,311.00,228.00,-4.50,14.00,0.0,0
980,11925206592,4,311.00,228.00,-4.50,14.00,0.0,0
982,11925213539,4,311.01,228.08,-4.49,14.04,1.8,0
984,11925220487,4,311.00,228.00,-4.50,14.00,1.8,0
986,11925227436,4,311.00,228.00,-4.50,14.00,0.0,0
988,11925234381,4,311.00,228.00,-4.50,14.00,0.0,0
990,11925241328,4,311.00,228.00,-4.50,14.00,0.0,0
992,11925248276,4,311.00,228.00,-4.50,14.00,0.0,0
994,11925255223,4,311.00,228.00,-4.50,14.00,0.0,0
996,11925262170,4,311.00,228.00,-4.50,14.00,0.0,0
998,11925269117,4,311.00,228.00,-4.50,14.00,0.0,0
1000,11925276065,4,311.00,228.00,-4.50,14.00,0.0,0
1002,11925283012,5,311.00,228.00,-4.50,14.00,0.0,0
1004,11925289959,4,311.00,228.00,-4.50,14.00,0.0,0
1006,11925296906,4,311.00,228.00,-4.50,14.00,0.0,0
1008,11925303853,4,311.00,228.00,-4.50,14.00,0.0,0
1010,11925310801,4,311.00,228.00,-4.50,14.00,0.0,0
1012,11925317748,4,311.00,228.00,-4.50,14.00,0.0,0
1014,11925324695,4,311.00,228.00,-4.50,14.00,0.0,0
1016,11925331643,4,311.00,228.00,-4.50,14.00,0.0,0
1018,11925338590,4,311.00,228.00,-4.50,14.00,0.0,0
1020,11925345537,4,311.01,228.08,-4.49,14.04,1.8,0
1022,11925352484,4,311.00,228.00,-4.50,14.00,1.8,0
1024,11925359432,4,311.00,228.00,-4.50,14.00,0.0,0
1026,11925366379,4,311.00,228.00,-4.50,14.00,0.0,0
1028,11925373326,4,310.88,227.84,-4.56,13.92,4.5,0
1030,11925380273,4,311.00,228.00,-4.50,14.00,4.5,0
1032,11925387220,4,311.00,228.00,-4.50,14.00,0.0,0
1034,11925394168,4,311.00,228.00,-4.50,14.00,0.0,0
1036,11925401117,4,311.00,228.00,-4.50,14.00,0.0,0
1038,11925408062,4,310.92,227.90,-4.54,13.95,2.8,0
1040,11925415010,4,310.92,227.90,-4.54,13.95,0.0,0
1042,11925421957,4,310.92,227.90,-4.54,13.95,0.0,0
1044,11925428904,4,310.92,227.90,-4.54,13.95,0.0,0
1046,11925435851,4,310.92,227.90,-4.54,13.95,0.0,0
1048,11925442799,4,310.92,227.90,-4.54,13.95,0.0,0
1050,11925449746,4,311.00,228.00,-4.50,14.00,2.8,0
1052,11925456695,4,311.00,228.00,-4.50,14.00,0.0,0
1054,11925463640,4,310.92,227.90,-4.54,13.95,2.8,0
1056,11925470588,4,310.97,227.89,-4.52,13.95,1.0,0
1058,11925477535,4,310.92,227.90,-4.54,13.95,1.0,0
1060,11925484482,4,311.00,228.00,-4.50,14.00,2.8,0
1062,11925491429,4,310.92,227.90,-4.54,13.95,2.8,0
1064,11925498376,4,311.00,228.00,-4.50,14.00,2.8,0
1066,11925505324,4,310.92,227.90,-4.54,13.95,2.8,0
1068,11925512271,4,310.94,227.98,-4.53,13.99,1.8,0
1070,11925519218,4,310.88,227.84,-4.56,13.92,3.5,0
1072,11925526166,4,311.00,228.00,-4.50,14.00,4.5,0
1074,11925533113,4,311.00,228.00,-4.50,14.00,0.0,0
1076,11925540060,4,311.00,228.00,-4.50,14.00,0.0,0
1078,11925547008,4,310.86,228.16,-4.57,14.08,4.6,0
1080,11925553955,4,311.01,228.08,-4.49,14.04,3.7,0
1082,11925560902,4,311.00,228.00,-4.50,14.00,1.8,0
1084,11925567849,4,311.00,228.00,-4.50,14.00,0.0,0
1086,11925574797,3,311.00,228.00,-4.50,14.00,0.0,0
1088,11925581744,4,311.00,228.00,-4.50,14.00,0.0,0
1090,11925588691,4,311.00,228.00,-4.50,14.00,0.0,0
1092,11925595638,4,311.00,228.00,-4.50,14.00,0.0,0
1094,11925602585,4,311.00,228.00,-4.50,14.00,0.0,0
1096,11925609533,4,311.00,228.00,-4.50,14.00,0.0,0
1098,11925616480,3,311.00,228.00,-4.50,14.00,0.0,0
1100,11925623427,4,311.00,228.00,-4.50,14.00,0.0,0
1102,11925630374,4,311.00,228.00,-4.50,14.00,0.0,0
1104,11925637322,4,311.09,227.95,-4.46,13.97,2.3,0
1106,11925644269,4,311.00,228.00,-4.50,14.00,2.3,0
1108,11925651216,4,311.00,228.00,-4.50,14.00,0.0,0
1110,11925658163,4,311.09,227.95,-4.46,13.97,2.3,0
1112,11925665111,4,311.00,228.00,-4.50,14.00,2.3,0
1114,11925672058,4,311.00,228.00,-4.50,14.00,0.0,0
1116,11925679005,4,311.00,228.00,-4.50,14.00,0.0,0
1118,11925685952,4,311.00,228.00,-4.50,14.00,0.0,0
1120,11925692900,4,311.00,228.00,-4.50,14.00,0.0,0
1122,11925699847,3,311.11,227.92,-4.44,13.96,3.0,0
1124,11925706794,4,311.10,227.95,-4.45,13.97,0.6,0
1126,11925713742,4,311.10,228.03,-4.45,14.02,1.8,0
1128,11925720689,4,311.00,228.00,-4.50,14.00,2.4,0
1130,11925727636,4,311.10,227.95,-4.45,13.97,2.5,0
1132,11925734583,4,310.95,228.10,-4.52,14.05,4.8,0
1134,11925741531,3,311.11,227.92,-4.44,13.96,5.4,0
1136,11925748478,4,310.95,228.10,-4.52,14.05,5.4,0
1138,11925755425,4,310.95,228.10,-4.52,14.05,0.0,0
1140,11925762372,4,310.96,228.10,-4.52,14.05,0.3,0
1142,11925769319,4,311.00,228.00,-4.50,14.00,2.4,0
1144,11925776267,4,311.00,228.00,-4.50,14.00,0.0,0
1146,11925783214,3,311.11,227.92,-4.44,13.96,3.0,0
1148,11925790161,3,311.12,227.87,-4.44,13.93,1.2,0
1150,11925797111,4,310.95,228.10,-4.52,14.05,6.4,0
1152,11925804056,4,311.12,228.03,-4.44,14.01,4.0,0
1154,11925811003,3,311.11,227.92,-4.44,13.96,2.4,0
1156,11925817950,3,311.00,228.00,-4.50,14.00,3.0,0
1158,11925824897,3,311.00,228.00,-4.50,14.00,0.0,0
1160,11925831845,4,311.01,228.00,-4.49,14.00,0.3,0
1162,11925838792,4,311.01,228.00,-4.49,14.00,0.0,0
1164,11925845739,4,311.03,228.08,-4.49,14.04,1.8,0
1166,11925852686,4,311.00,228.00,-4.50,14.00,1.9,0
1168,11925859634,3,311.00,228.00,-4.50,14.00,0.0,0
1170,11925866581,3,311.00,228.00,-4.50,14.00,0.0,0
1172,11925873528,4,311.01,228.00,-4.49,14.00,0.3,0
1174,11925880475,4,311.03,228.08,-4.49,14.04,1.8,0
1176,11925887423,4,311.00,228.00,-4.50,14.00,1.9,0
1178,11925894370,4,311.01,228.00,-4.49,14.00,0.3,0
1180,11925901317,3,311.00,228.00,-4.50,14.00,0.3,0
1182,11925908264,3,311.00,228.00,-4.50,14.00,0.0,0
1184,11925915212,4,311.01,228.00,-4.49,14.00,0.3,0
1186,11925922159,4,311.01,228.00,-4.49,14.00,0.0,0
1188,11925929106,4,311.01,228.00,-4.49,14.00,0.0,0
1190,11925936054,4,311.01,228.00,-4.49,14.00,0.0,0
1192,11925943001,4,311.00,228.00,-4.50,14.00,0.3,0
1194,11925949948,3,311.00,228.00,-4.50,14.00,0.0,0
1196,11925956895,4,311.01,228.00,-4.49,14.00,0.3,0
1198,11925963842,4,311.01,228.00,-4.49,14.00,0.0,0
1200,11925970790,4,310.98,228.03,-4.51,14.01,0.9,0
1202,11925977737,4,311.01,228.00,-4.49,14.00,0.9,0
1204,11925984684,4,311.00,228.00,-4.50,14.00,0.3,0
1206,11925991631,4,311.00,228.00,-4.50,14.00,0.0,0
1208,11925998579,4,311.00,228.00,-4.50,14.00,0.0,0
1210,11926005526,4,311.03,228.08,-4.49,14.04,1.9,0
1212,11926012473,4,311.03,228.08,-4.49,14.04,0.0,0
1214,11926019420,4,311.01,228.00,-4.49,14.00,1.8,0
1216,11926026369,4,311.01,228.00,-4.49,14.00,0.0,0
1218,11926033315,4,311.00,228.00,-4.50,14.00,0.3,0
1220,11926040262,4,311.00,228.00,-4.50,14.00,0.0,0
1222,11926047209,4,311.00,228.00,-4.50,14.00,0.0,0
1224,11926054157,3,311.00,228.00,-4.50,14.00,0.0,0
1226,11926061104,4,311.00,228.00,-4.50,14.00,0.0,0
1228,11926068052,4,311.00,228.00,-4.50,14.00,0.0,0
1230,11926074998,4,311.00,228.00,-4.50,14.00,0.0,0
1232,11926081948,4,311.00,228.00,-4.50,14.00,0.0,0
1234,11926088893,4,311.01,228.08,-4.49,14.04,1.8,0
1236,11926095840,4,311.01,228.08,-4.49,14.04,0.0,0
1238,11926102787,4,311.00,228.00,-4.50,14.00,1.8,0
1240,11926109735,4,311.00,228.00,-4.50,14.00,0.0,0
1242,11926116682,4,311.00,228.00,-4.50,14.00,0.0,0
1244,11926123629,4,311.00,228.00,-4.50,14.00,0.0,0
1246,11926130576,4,311.00,228.00,-4.50,14.00,0.0,0
1248,11926137525,4,311.00,228.00,-4.50,14.00,0.0,0
1250,11926144471,4,311.00,228.00,-4.50,14.00,0.0,0
1252,11926151418,4,311.00,228.00,-4.50,14.00,0.0,0
1254,11926158366,4,311.00,228.00,-4.50,14.00,0.0,0
1256,11926165313,4,311.00,228.00,-4.50,14.00,0.0,0
1258,11926172260,4,311.00,228.00,-4.50,14.00,0.0,0
1260,11926179207,4,311.09,227.95,-4.46,13.97,2.3,0
1262,11926186154,4,311.09,227.95,-4.46,13.97,0.0,0
1264,11926193102,4,311.09,227.95,-4.46,13.97,0.0,0
1266,11926200049,4,311.09,227.95,-4.46,13.97,0.0,0
1268,11926206996,4,311.09,227.95,-4.46,13.97,0.0,0
1270,11926213943,4,311.09,227.95,-4.46,13.97,0.0,0
1272,11926220891,4,311.01,228.08,-4.49,14.04,3.4,0
1274,11926227838,4,311.00,228.00,-4.50,14.00,1.8,0
1276,11926234785,4,311.00,228.00,-4.50,14.00,0.0,0
1278,11926241732,4,311.00,228.00,-4.50,14.00,0.0,0
1280,11926248680,4,311.00,228.00,-4.50,14.00,0.0,0
1282,11926255627,4,311.00,228.00,-4.50,14.00,0.0,0
1284,11926262574,4,311.00,228.00,-4.50,14.00,0.0,0
1286,11926269522,4,311.01,228.08,-4.49,14.04,1.8,0
1288,11926276469,4,311.00,228.00,-4.50,14.00,1.8,0
1290,11926283416,4,311.00,228.00,-4.50,14.00,0.0,0
1292,11926290363,4,311.00,228.00,-4.50,14.00,0.0,0
1294,11926297310,4,311.01,228.08,-4.49,14.04,1.8,0
1296,11926304258,4,311.01,228.08,-4.49,14.04,0.0,0
1298,11926311207,4,311.00,228.00,-4.50,14.00,1.8,0
1300,11926318152,4,311.00,228.00,-4.50,14.00,0.0,0
1302,11926325100,4,311.00,228.00,-4.50,14.00,0.0,0
1304,11926332047,4,311.00,228.00,-4.50,14.00,0.0,0
1306,11926338994,4,311.00,228.00,-4.50,14.00,0.0,0
1308,11926345941,4,311.00,228.00,-4.50,14.00,0.0,0
1310,11926352888,4,311.00,228.00,-4.50,14.00,0.0,0
1312,11926359836,4,311.00,228.00,-4.50,14.00,0.0,0
1314,11926366783,4,311.00,228.00,-4.50,14.00,0.0,0
1316,11926373730,4,311.00,228.00,-4.50,14.00,0.0,0
1318,11926380677,4,311.01,228.08,-4.49,14.04,1.8,0
1320,11926387625,4,311.01,228.08,-4.49,14.04,0.0,0
1322,11926394572,4,311.00,228.00,-4.50,14.00,1.8,0
1324,11926401519,4,311.00,228.00,-4.50,14.00,0.0,0
1326,11926408466,4,311.00,228.00,-4.50,14.00,0.0,0
1328,11926415414,4,311.00,228.00,-4.50,14.00,0.0,0
1330,11926422361,4,311.00,228.00,-4.50,14.00,0.0,0
1332,11926429308,4,311.00,228.00,-4.50,14.00,0.0,0
1334,11926436255,4,311.00,228.00,-4.50,14.00,0.0,0
1336,11926443203,4,311.00,228.00,-4.50,14.00,0.0,0
1338,11926450150,3,311.00,228.00,-4.50,14.00,0.0,0
1340,11926457097,4,311.00,228.00,-4.50,14.00,0.0,0
1342,11926464045,4,311.00,228.00,-4.50,14.00,0.0,0
1344,11926470992,4,311.00,228.00,-4.50,14.00,0.0,0
1346,11926477939,4,311.00,228.00,-4.50,14.00,0.0,0
1348,11926484886,4,311.00,228.00,-4.50,14.00,0.0,0
1350,11926491833,4,311.00,228.00,-4.50,14.00,0.0,0
1352,11926498781,4,311.00,228.00,-4.50,14.00,0.0,0
1354,11926505728,4,311.00,228.00,-4.50,14.00,0.0,0
1356,11926512675,4,310.92,227.90,-4.54,13.95,2.8,0
1358,11926519622,4,311.00,228.00,-4.50,14.00,2.8,0
1360,11926526570,4,311.00,228.00,-4.50,14.00,0.0,0
1362,11926533517,4,311.00,228.00,-4.50,14.00,0.0,0
1364,11926540464,4,311.00,228.00,-4.50,14.00,0.0,0
1366,11926547411,4,311.00,228.00,-4.50,14.00,0.0,0
1368,11926554359,4,311.00,228.00,-4.50,14.00,0.0,0
1370,11926561306,4,310.88,228.24,-4.56,14.12,5.9,0
1372,11926568253,4,311.00,228.00,-4.50,14.00,5.9,0
1374,11926575201,4,310.86,228.16,-4.57,14.08,4.6,0
1376,11926582148,4,311.00,228.00,-4.50,14.00,4.6,0
1378,11926589095,4,311.00,228.00,-4.50,14.00,0.0,0
1380,11926596044,4,311.09,227.95,-4.46,13.97,2.3,0
1382,11926602989,4,311.09,227.95,-4.46,13.97,0.0,0
1384,11926609937,4,311.00,228.00,-4.50,14.00,2.3,0
1386,11926616884,4,311.00,228.00,-4.50,14.00,0.0,0
1388,11926623831,4,311.00,228.00,-4.50,14.00,0.0,0
1390,11926630779,4,311.00,228.00,-4.50,14.00,0.0,0
1392,11926637726,4,311.00,228.00,-4.50,14.00,0.0,0
1394,11926644673,4,311.01,228.00,-4.49,14.00,0.3,0
1396,11926651622,4,311.00,228.00,-4.50,14.00,0.3,0
1398,11926658567,3,311.00,228.00,-4.50,14.00,0.0,0
1400,11926665515,4,311.00,228.00,-4.50,14.00,0.0,0
1402,11926672462,4,311.00,228.00,-4.50,14.00,0.0,0
1404,11926679409,3,310.93,228.21,-4.54,14.11,4.9,0
1406,11926686356,4,311.01,228.00,-4.49,14.00,5.1,0
1408,11926693304,4,311.00,228.00,-4.50,14.00,0.3,0
1410,11926700251,4,311.00,228.00,-4.50,14.00,0.0,0
1412,11926707201,4,311.00,228.00,-4.50,14.00,0.0,0
1414,11926714146,4,311.01,228.00,-4.49,14.00,0.3,0
1416,11926721093,4,311.01,228.08,-4.49,14.04,1.8,0
1418,11926728040,4,311.01,228.00,-4.49,14.00,1.8,0
1420,11926734987,4,311.01,228.00,-4.49,14.00,0.0,0
1422,11926741934,4,310.88,228.15,-4.56,14.08,4.6,0
1424,11926748882,4,311.00,228.00,-4.50,14.00,4.3,0
1426,11926755829,4,311.01,228.00,-4.49,14.00,0.3,0
1428,11926762776,4,311.01,228.00,-4.49,14.00,0.0,0
1430,11926769724,4,311.01,228.00,-4.49,14.00,0.0,0
1432,11926776671,3,310.93,228.21,-4.54,14.11,5.1,0
1434,11926783618,4,311.01,228.00,-4.49,14.00,5.1,0
1436,11926790565,4,311.00,228.00,-4.50,14.00,0.3,0
1438,11926797512,4,311.01,228.00,-4.49,14.00,0.3,0
1440,11926804460,4,311.01,228.00,-4.49,14.00,0.0,0
1442,11926811407,4,311.03,228.08,-4.49,14.04,1.8,0
1444,11926818355,4,311.00,228.00,-4.50,14.00,1.9,0
1446,11926825301,4,311.01,228.00,-4.49,14.00,0.3,0
1448,11926832249,4,311.00,228.00,-4.50,14.00,0.3,0
1450,11926839196,4,311.01,228.00,-4.49,14.00,0.3,0
1452,11926846143,4,311.01,228.00,-4.49,14.00,0.0,0
1454,11926853090,4,311.00,228.00,-4.50,14.00,0.3,0
1456,11926860038,4,311.00,228.00,-4.50,14.00,0.0,0
1458,11926866985,3,311.00,228.00,-4.50,14.00,0.0,0
1460,11926873932,4,311.00,228.00,-4.50,14.00,0.0,0
1462,11926880879,4,311.01,228.00,-4.49,14.00,0.3,0
1464,11926887827,4,311.01,228.00,-4.49,14.00,0.0,0
1466,11926894774,4,311.00,228.00,-4.50,14.00,0.3,0
1468,11926901721,4,311.00,228.00,-4.50,14.00,0.0,0
1470,11926908668,4,311.01,227.97,-4.49,13.98,0.7,0
1472,11926915616,4,311.01,227.97,-4.49,13.98,0.0,0
1474,11926922563,3,311.00,228.00,-4.50,14.00,0.7,0
1476,11926929510,4,311.01,228.00,-4.49,14.00,0.3,0
1478,11926936459,4,311.03,228.08,-4.49,14.04,1.8,0
1480,11926943405,4,311.00,228.00,-4.50,14.00,1.9,0
1482,11926950352,4,311.03,227.97,-4.49,13.98,0.9,0
1484,11926957299,4,311.00,228.00,-4.50,14.00,0.9,0
1486,11926964248,4,311.01,228.00,-4.49,14.00,0.3,0
1488,11926971194,4,311.01,228.00,-4.49,14.00,0.0,0
1490,11926978141,4,311.00,228.00,-4.50,14.00,0.3,0
1492,11926985088,4,311.00,228.00,-4.50,14.00,0.0,0
1494,11926992037,4,311.00,228.00,-4.50,14.00,0.0,0
1496,11926998983,4,311.01,228.00,-4.49,14.00,0.3,0
1498,11927005930,4,311.03,228.08,-4.49,14.04,1.8,0
1500,11927012877,4,311.03,228.08,-4.49,14.04,0.0,0
1502,11927019825,4,311.01,228.00,-4.49,14.00,1.8,0
1504,11927026772,4,311.00,228.00,-4.50,14.00,0.3,0
1506,11927033719,4,311.00,228.00,-4.50,14.00,0.0,0
1508,11927040666,4,311.00,228.00,-4.50,14.00,0.0,0
1510,11927047613,4,311.01,228.08,-4.49,14.04,1.8,0
1512,11927054561,4,311.00,228.00,-4.50,14.00,1.8,0
1514,11927061508,4,311.01,228.00,-4.49,14.00,0.3,0
1516,11927068455,4,311.00,228.00,-4.50,14.00,0.3,0
1518,11927075403,4,311.00,228.00,-4.50,14.00,0.0,0
1520,11927082350,4,311.00,228.00,-4.50,14.00,0.0,0
1522,11927089297,4,311.00,228.00,-4.50,14.00,0.0,0
1524,11927096244,4,311.00,228.00,-4.50,14.00,0.0,0
1526,11927103191,4,311.01,228.00,-4.49,14.00,0.3,0
1528,11927110139,4,311.00,228.00,-4.50,14.00,0.3,0
1530,11927117086,3,311.00,228.00,-4.50,14.00,0.0,0
1532,11927124034,4,311.00,228.00,-4.50,14.00,0.0,0
1534,11927130981,4,311.00,228.00,-4.50,14.00,0.0,0
1536,11927137928,4,311.00,228.00,-4.50,14.00,0.0,0
1538,11927144875,4,311.05,227.91,-4.48,13.95,2.2,0
1540,11927151822,4,311.00,228.00,-4.50,14.00,2.2,0
1542,11927158770,4,311.00,228.00,-4.50,14.00,0.0,0
1544,11927165717,4,311.00,228.00,-4.50,14.00,0.0,0
1546,11927172664,4,311.06,227.88,-4.47,13.94,3.0,0
1548,11927179611,4,311.00,228.00,-4.50,14.00,3.0,0
1550,11927186559,4,311.00,228.00,-4.50,14.00,0.0,0
1552,11927193506,4,311.00,228.00,-4.50,14.00,0.0,0
1554,11927200453,3,311.00,228.00,-4.50,14.00,0.0,0
1556,11927207400,4,311.00,228.00,-4.50,14.00,0.0,0
1558,11927214348,4,311.00,228.00,-4.50,14.00,0.0,0
1560,11927221295,4,311.01,228.08,-4.49,14.04,1.8,0
1562,11927228243,4,311.05,227.91,-4.48,13.95,3.9,0
1564,11927235191,4,311.00,228.00,-4.50,14.00,2.2,0
1566,11927242138,4,311.00,228.00,-4.50,14.00,0.0,0
1568,11927249085,4,311.00,228.00,-4.50,14.00,0.0,0
1570,11927256032,4,311.01,228.08,-4.49,14.04,1.8,0
1572,11927262979,4,311.00,228.00,-4.50,14.00,1.8,0
1574,11927269926,4,311.00,228.00,-4.50,14.00,0.0,0
1576,11927276873,4,311.00,228.00,-4.50,14.00,0.0,0
1578,11927283820,4,311.00,228.00,-4.50,14.00,0.0,0
1580,11927290767,4,311.00,228.00,-4.50,14.00,0.0,0
1582,11927297715,4,311.00,228.00,-4.50,14.00,0.0,0
1584,11927304662,4,311.01,228.08,-4.49,14.04,1.8,0
1586,11927311610,4,311.00,228.00,-4.50,14.00,1.8,0
1588,11927318556,4,311.00,228.00,-4.50,14.00,0.0,0
1590,11927325503,4,311.00,228.00,-4.50,14.00,0.0,0
1592,11927332452,4,311.00,228.00,-4.50,14.00,0.0,0
1594,11927339398,4,311.00,228.00,-4.50,14.00,0.0,0
1596,11927346345,4,311.00,228.00,-4.50,14.00,0.0,0
1598,11927353293,4,311.05,227.91,-4.48,13.95,2.2,0
1600,11927360240,4,311.00,228.00,-4.50,14.00,2.2,0
1602,11927367187,4,311.09,227.95,-4.46,13.97,2.3,0
1604,11927374134,4,311.00,228.00,-4.50,14.00,2.3,0
1606,11927381082,4,311.00,228.00,-4.50,14.00,0.0,0
1608,11927388029,4,311.01,228.08,-4.49,14.04,1.8,0
1610,11927394977,4,311.05,227.91,-4.48,13.95,3.9,0
1612,11927401923,4,311.00,228.00,-4.50,14.00,2.2,0
1614,11927408871,4,311.00,228.00,-4.50,14.00,0.0,0
1616,11927415818,4,311.09,227.95,-4.46,13.97,2.3,0
1618,11927422765,4,311.09,227.95,-4.46,13.97,0.0,0
1620,11927429712,4,311.09,227.95,-4.46,13.97,0.0,0
1622,11927436660,4,311.01,228.08,-4.49,14.04,3.4,0
1624,11927443607,4,311.00,228.00,-4.50,14.00,1.8,0
1626,11927450554,4,311.00,228.00,-4.50,14.00,0.0,0
1628,11927457501,4,311.00,228.00,-4.50,14.00,0.0,0
1630,11927464449,4,311.00,228.00,-4.50,14.00,0.0,0
1632,11927471396,4,311.01,228.08,-4.49,14.04,1.8,0
1634,11927478343,4,311.00,228.00,-4.50,14.00,1.8,0
1636,11927485291,4,311.00,228.00,-4.50,14.00,0.0,0
1638,11927492238,4,311.00,228.00,-4.50,14.00,0.0,0
1640,11927499185,4,311.00,228.00,-4.50,14.00,0.0,0
1642,11927506132,4,311.00,228.00,-4.50,14.00,0.0,0
1644,11927513079,4,311.01,228.08,-4.49,14.04,1.8,0
1646,11927520027,4,311.00,228.00,-4.50,14.00,1.8,0
1648,11927526974,4,311.00,228.00,-4.50,14.00,0.0,0
1650,11927533921,4,311.00,228.00,-4.50,14.00,0.0,0
1652,11927540868,4,311.00,228.00,-4.50,14.00,0.0,0
1654,11927547816,4,311.09,227.95,-4.46,13.97,2.3,0
1656,11927554763,4,311.09,227.95,-4.46,13.97,0.0,0
1658,11927561712,4,311.01,228.08,-4.49,14.04,3.4,0
1660,11927568657,4,311.00,228.00,-4.50,14.00,1.8,0
1662,11927575605,4,311.00,228.00,-4.50,14.00,0.0,0
1664,11927582552,4,310.86,228.16,-4.57,14.08,4.6,0
1666,11927589499,4,311.00,228.00,-4.50,14.00,4.6,0
1668,11927596446,4,311.15,227.94,-4.42,13.97,3.5,0
1670,11927603393,4,311.00,228.00,-4.50,14.00,3.5,0
1672,11927610341,4,310.86,228.16,-4.57,14.08,4.6,0
1674,11927617288,4,311.00,228.00,-4.50,14.00,4.6,0
1676,11927624236,4,311.00,228.00,-4.50,14.00,0.0,0
1678,11927631183,4,311.05,227.91,-4.48,13.95,2.2,0
1680,11927638130,4,311.00,228.00,-4.50,14.00,2.2,0
1682,11927645077,4,311.05,227.91,-4.48,13.95,2.2,0
1684,11927652024,4,311.01,228.08,-4.49,14.04,3.9,0
1686,11927658972,3,311.00,228.00,-4.50,14.00,1.8,0
1688,11927665919,4,311.00,228.00,-4.50,14.00,0.0,0
1690,11927672866,4,311.01,228.00,-4.49,14.00,0.3,0
1692,11927679813,4,311.01,228.08,-4.49,14.04,1.8,0
1694,11927686760,4,311.01,228.00,-4.49,14.00,1.8,0
1696,11927693708,4,311.00,228.00,-4.50,14.00,0.3,0
1698,11927700655,4,311.00,228.00,-4.50,14.00,0.0,0
1700,11927707602,4,311.00,228.00,-4.50,14.00,0.0,0
1702,11927714550,4,311.01,228.00,-4.49,14.00,0.3,0
1704,11927721497,4,311.01,228.08,-4.49,14.04,1.8,0
1706,11927728444,4,311.00,228.00,-4.50,14.00,1.8,0
1708,11927735391,4,311.00,228.00,-4.50,14.00,0.0,0
1710,11927742338,3,311.00,228.00,-4.50,14.00,0.0,0
1712,11927749286,4,311.01,228.00,-4.49,14.00,0.3,0
1714,11927756233,4,311.01,228.00,-4.49,14.00,0.0,0
1716,11927763182,4,311.01,228.00,-4.49,14.00,0.0,0
1718,11927770129,4,311.03,228.08,-4.49,14.04,1.8,0
